# CSV-File created with merge-csv.com
# -----------------------------------------------------------

pitch,volume,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,energy,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12
283.0791414617324,0.00035575233,-605.8127,26.300575,24.397629,21.5056,17.94656,14.061226,10.197147,6.7010517,3.8713474,1.8831589,0.74644434,0.33585,0.46414095,0.00035575233,0.8644727,1.0,0.98694354,0.93715924,0.87522507,0.73415345,0.60840434,0.49240062,0.5086281,0.5856379,0.7267827,0.79061925
130.15840888570534,0.0004485203,-592.81116,41.753853,34.09106,26.945606,20.816753,14.884197,10.358334,7.6716127,4.9862967,2.055859,1.0628768,2.0944064,2.4261544,0.0004485203,0.93976253,0.73989654,0.56019396,0.6283172,0.7312873,0.71745694,0.6618325,0.546427,0.45599416,0.5773463,0.7458833,1.0
59.362746031035556,0.0005243997,-589.9565,44.962593,35.750828,27.509296,20.663097,14.145483,9.359013,6.786229,4.257817,0.9069449,-1.0145352,-0.014468551,1.5979662,0.0005243997,1.0,0.7416221,0.44265035,0.28607324,0.3744742,0.5045043,0.45832172,0.35142675,0.33759925,0.4597796,0.68794227,0.97136
60.810124696914905,0.0007153837,-591.71533,42.61177,33.185295,24.649786,19.167706,15.179057,11.564036,8.44382,5.238926,1.2188518,-2.4198256,-3.6618235,-2.7032194,0.0007153837,1.0,0.96051806,0.7780305,0.5574,0.312746,0.29753664,0.37769926,0.39658874,0.40143818,0.37452832,0.50489265,0.77716416
135.15964536065874,0.0007054582,-586.5183,48.047394,35.562252,25.976456,20.843912,17.834953,15.626991,12.047405,5.8676085,0.28082776,-1.6986638,-1.670085,-1.5361795,0.0007054582,0.76574755,0.7743568,0.75004506,0.63764364,0.51689726,0.5227732,0.4813623,0.68794626,0.6789714,0.7583102,0.970158,1.0
151.43077146121215,0.00070440944,-581.46924,53.00373,37.415257,27.492304,22.278145,17.038174,13.301973,10.698296,5.157746,-1.1753469,-2.5631037,-0.64062726,-0.7154901,0.00070440944,0.83382624,0.9444474,1.0,0.79713243,0.71083224,0.8073413,0.9190333,0.9262048,0.7268502,0.7149065,0.8681038,0.9070079
164.8249842928977,0.0006815622,-584.14307,49.559883,35.022194,25.624182,18.669823,11.243982,8.79068,10.722321,8.78195,2.9692283,0.4777338,1.3997769,0.9075217,0.0006815622,0.61911815,0.83367956,1.0,0.7370092,0.6273472,0.58315665,0.81590176,0.64941734,0.36496952,0.32874113,0.46965185,0.57851654
70.76696980339796,0.00060078455,-582.5646,50.33152,33.68296,24.095106,17.077255,7.382084,2.4918962,4.4673505,3.3640118,-2.607869,-3.5769377,2.0014567,4.9050865,0.00060078455,0.6408134,0.7748716,1.0,0.96840316,0.7032261,0.7721946,0.86914283,0.6723152,0.36252946,0.29381534,0.47456676,0.69514525
70.72697354079367,0.00060269603,-579.10114,52.134518,32.714058,25.55775,20.56748,10.481573,5.239458,6.0111322,3.1123886,-2.7010078,-2.5382528,2.2056975,2.4671044,0.00060269603,0.7933088,0.943609,1.0,0.6190623,0.40492612,0.4198157,0.47880846,0.48994642,0.32174858,0.28826746,0.49908194,0.7403364
148.56773094968239,0.0006614144,-573.8121,59.108887,35.733696,23.161331,18.6721,12.754288,7.617345,5.7390666,3.1354628,-0.7506461,-2.2775862,-1.1401267,-0.35553193,0.0006614144,0.65716094,0.9363391,1.0,0.49055025,0.32480803,0.30943224,0.29040867,0.30241033,0.28115094,0.2944327,0.35121846,0.41367754
148.88912648312336,0.00079050014,-572.16785,59.004154,32.7475,19.379854,14.549915,11.256395,9.974531,8.728587,6.3263493,3.0893955,0.07861418,0.59074944,3.0269017,0.00079050014,0.31489742,0.71970934,1.0,0.67323464,0.38201863,0.43121037,0.42575616,0.4224586,0.45825893,0.57193637,0.42649427,0.2841046
50.21069126325305,0.00077197683,-571.0267,60.740498,35.569305,23.163376,19.18284,16.613716,13.778778,8.300276,2.9603617,3.9003131,5.257849,2.9187884,1.1467314,0.00077197683,0.61354077,0.8936044,1.0,0.50208575,0.3824479,0.44423148,0.47600272,0.49763593,0.54771227,0.683196,0.65942407,0.5507656
66.63400840949119,0.0007850847,-569.79315,56.651764,32.772392,27.116833,23.915577,18.903046,11.598167,9.341776,3.5201564,1.1724564,3.488052,1.3901929,-0.10714853,0.0007850847,0.93920714,1.0,0.8627155,0.5255867,0.3411924,0.29817724,0.2767006,0.2998406,0.35554606,0.43533888,0.44678885,0.5514561
67.52152031478958,0.0008079984,-563.9546,57.23848,25.381477,19.936905,17.25267,13.178017,9.13822,12.634676,7.482338,-1.2325821,0.19169319,3.8043861,3.8689682,0.0008079984,0.9491041,0.8344988,0.6663697,0.62407774,0.77117,0.9462085,0.8208902,0.97890335,1.0,0.89788234,0.8863838,0.9917872
114.49602860400746,0.0009335952,-561.9609,57.943726,22.254242,16.465914,16.895706,14.952101,8.380927,10.538691,7.8500314,-1.2491202,1.3635688,6.185419,8.428777,0.0009335952,0.5761329,0.49798402,0.46799076,0.3695925,0.6496744,1.0,0.6646441,0.51892465,0.7074256,0.8962616,0.9360249,0.9430131
122.65081767699024,0.0011729412,-557.4189,65.02108,28.659729,21.696095,19.74878,17.456635,11.882046,9.714273,6.0045605,-0.42701477,4.996031,7.2870736,4.9021173,0.0011729412,1.0,0.8589348,0.7071478,0.63292485,0.79445356,0.95640343,0.79814124,0.7633824,0.7584834,0.7394348,0.80348766,0.8728378
50.0,0.0012797643,-552.78613,70.82858,33.65589,25.903324,24.835773,21.30737,11.114288,9.605663,7.179922,-1.0369242,5.098631,10.833111,7.6222963,0.0012797643,0.98232085,0.8817241,0.7124243,0.60772973,0.56826985,0.5604079,0.60156524,0.7250646,0.7517654,0.8322155,0.9256764,1.0
50.17583329109174,0.0012838346,-550.6299,71.503716,31.781147,24.072388,25.256218,21.18792,7.3716373,4.7067685,3.3275046,-2.381009,4.0026026,10.054447,7.005869,0.0012838346,0.9394467,0.811569,0.62967896,0.5569496,0.55367583,0.57123476,0.64208263,0.8010048,0.83727527,0.9425088,1.0,0.9918732
51.37961063830377,0.0011848247,-557.2772,65.36273,28.250244,19.298126,18.65419,16.001135,5.84806,3.9259653,4.3182845,3.2652016,10.710293,11.375174,5.5671496,0.0011848247,0.70563996,0.70780486,0.7566638,0.938756,0.96123534,0.89069396,0.83204734,0.9697474,1.0,0.88315487,0.8585319,0.7530301
51.43056067263261,0.00095054484,-555.5741,67.1127,29.609093,19.23898,14.8833065,11.011,4.654289,8.029468,7.800618,1.3693733,5.9077024,6.5280933,3.9201899,0.00095054484,0.74950457,0.9069007,1.0,0.8854163,0.83851576,0.7149947,0.71834296,0.85535115,0.63348323,0.5481038,0.7099839,0.74249125
66.05934136757185,0.00095905765,-558.34247,62.412865,26.468475,22.270525,19.533195,13.233341,9.358633,15.548483,13.068897,-1.0936655,-2.3504453,-0.010012865,-0.2736868,0.00095905765,1.0,0.9729889,0.76569295,0.3890569,0.39784676,0.39966026,0.3750258,0.5112302,0.49831754,0.44765392,0.6072427,0.7491425
65.36268276068553,0.00092472945,-560.8384,60.334625,26.151817,20.166845,17.623772,15.074427,12.339387,16.317371,12.5531435,0.2752249,-0.45656252,3.4390388,3.910575,0.00092472945,0.7487202,0.8771975,0.97365624,0.7637777,0.75937676,0.82516927,0.80902946,0.98565215,1.0,0.9683405,0.9967902,0.85974395
50.0,0.0009185834,-556.4725,61.81888,28.04786,22.547104,17.871367,16.90233,10.518153,12.039486,9.8632,1.2099307,-1.2743522,2.7182765,7.2630644,0.0009185834,0.5664507,0.5807049,0.7163839,0.99075675,1.0,0.9749601,0.8375417,0.6665506,0.5296556,0.5577188,0.5796306,0.54995567
50.821317514821594,0.0010309828,-550.6388,62.056767,23.678284,20.221859,15.661846,12.2080765,4.3505945,11.869657,10.095976,3.641296,1.9522402,0.32073075,4.2012663,0.0010309828,1.0,0.8260124,0.7537218,0.9883609,0.98449,0.8314718,0.6825776,0.5026642,0.4856304,0.67268926,0.9397242,0.983539
58.82643704707349,0.0009260193,-546.38043,65.81168,27.750164,20.940556,17.135838,15.255556,0.49468094,10.94201,12.555265,8.512005,8.474331,1.0529302,1.0794086,0.0009260193,0.86851275,0.64679056,0.52115446,0.61689764,0.5401737,0.68186045,0.83985823,0.75335354,0.76275176,0.81949264,0.9452694,1.0
50.1365417993184,0.0010881199,-548.06067,65.09766,27.301476,21.926449,20.777782,14.196269,-4.4810376,4.9247813,5.72244,2.7572365,5.599457,1.0369468,1.6980188,0.0010881199,0.59385747,0.42967442,0.45105147,0.56240445,0.8121328,1.0,0.91970646,0.7365653,0.75308853,0.6177823,0.6939682,0.80527
50.81416515007999,0.0011411506,-543.8486,70.16948,29.758106,20.060139,17.168865,14.412736,-0.60429794,9.423676,7.29935,-0.46996078,2.130065,-0.5959053,-0.50358295,0.0011411506,0.70965797,0.4721992,0.46368486,0.6440369,1.0,0.99875677,0.79125464,0.5296989,0.59130293,0.5450637,0.61850744,0.83654237
56.30284569059897,0.0013727476,-539.2815,75.601105,33.69835,20.791176,15.357824,17.604206,1.9572439,7.5310316,6.1621704,-1.3986177,3.6861782,-0.26163372,-1.448878,0.0013727476,0.8248371,0.5051509,0.40343437,0.5756983,1.0,0.91352344,0.6265196,0.5631281,0.78729486,0.88302183,0.81560427,0.89475197
50.77951960265847,0.0015628156,-537.093,76.95029,35.032722,24.027,16.3759,16.791466,2.992618,9.559917,5.593098,-0.60704046,9.500283,5.220181,3.4298205,0.0015628156,0.5532874,0.36482248,0.31745213,0.44749078,0.61580443,0.75374794,0.6882854,0.7912791,0.95272225,1.0,0.8425116,0.6883409
50.0,0.0014980636,-537.2843,73.61391,32.15039,25.168476,15.428242,15.403835,7.47062,15.898752,11.002092,5.2373834,8.725887,-0.01219821,1.8120258,0.0014980636,0.55577874,0.5487759,0.6144919,0.6158958,0.7605835,0.8919615,0.923247,1.0,0.9817364,0.97730947,0.86890197,0.6617697
50.0,0.001759095,-532.0023,75.40217,27.807716,21.592949,13.754818,13.909191,5.140362,15.061315,9.9200115,0.6802622,1.8917974,-6.447847,-0.7422502,0.001759095,0.6147848,0.867623,0.9043856,0.5346827,0.6231702,0.62685794,0.67157304,0.8952539,0.9586565,1.0,0.9276792,0.70850873
50.0,0.0015779025,-524.8618,81.94487,29.682419,22.51046,13.91123,12.117589,6.027886,17.444313,13.933104,5.274432,3.9723105,-1.3659968,-0.04206015,0.0015779025,0.99504,1.0,0.87754714,0.5733703,0.60156995,0.66727227,0.6305867,0.6754534,0.7518932,0.8261374,0.95767474,0.9363964
50.0,0.0016396336,-523.1572,82.25374,29.77492,23.941895,12.082523,6.5713,3.6256285,19.15203,14.664058,4.8287535,0.8337899,0.33004615,6.849389,0.0016396336,0.70864403,0.69945407,0.7766784,0.7603208,0.8579919,0.88150173,0.9422772,0.96729213,0.84316176,0.78652203,1.0,0.8692319
